,Mast Cells,Neutrophil Cells,Eosinophil Cells,B Cells Memory,B Cells Naive,Plasma Cells,T Cells CD8 Actived,T Cells CD8 Naive,T Cells CD8 Memory,M0 Macrophage,M1 Macrophage,M2 Macrophage,Treg Cells,T Cells CD4 Memory,T Cells CD4 Naive,T Cells CD4 Follicular,Th1 Cells,Th17 Cells,Th2 Cells,Monocyte,GammaDelta T Cells,NK Resting,NK.Actived,DC Actived,DC Immature
Xcl1,41.4990986134,26.9007047267,30.490246159,22.5718988044,33.8654138613,23.5927540459,6588.5607179328,121.2777567256,1565.2375459309,25.0427884651,23.6258324311,24.2159915869,156.5476349763,56.7775480692,53.7319539184,80.9938801997,3345.7080994516,31.3696591613,29.6749022347,19.8700948866,2550.4830342237,565.6512358644,954.2873412461,18.494244546,20.541233737
Zg16,28.8959493909,26.8658730381,27.0650420647,22.768013992,21.1930942243,21.2869007806,28.2802976513,29.3603236309,26.3232062696,30.5367538047,34.6553601239,32.0219108526,25.9425484303,40.033370038,27.7723681175,27.3950224085,29.9242140706,29.6984733598,28.5304057998,29.0543798126,1830.3624799845,28.6988218977,29.7217356954,27.6476946999,24.818765673
Capn3,75.8485835991,26.8125497671,25.551293185,24.95292881,21.1130691629,29.3901371642,32.0079541416,41.4488253053,46.6902810723,24.3655416392,23.5222933121,23.1214863389,369.6884898305,118.5451351157,65.5738097046,127.5481284567,34.2180938801,132.4795135579,30.9533093783,34.9790716122,2221.5513275373,50.4738073189,54.3725819162,26.8710900072,27.5142842727
Slamf7,21.9380707094,26.4153036131,66.5322856774,216.9173897448,355.879521362,2722.4047379878,228.0646111324,45.5580105637,169.1891863121,365.2868898103,2208.0145167817,255.1466321394,35.1375252127,77.3718344905,35.7291892829,49.9045925709,101.2400682108,38.1138881602,32.0968233337,68.6000340781,279.1422718838,216.518882203,150.0477349514,1439.6505440836,177.4275628278
Aicda,26.4526853568,26.3536377744,26.2507931347,645.0758811764,23.127176991,28.9439964676,22.4911584387,23.6192495082,26.7456037425,22.7249174049,30.1924315476,24.5407427811,26.8743551358,34.767453484,29.0651750681,31.6241900714,39.8872406529,26.3728040972,26.1617639225,30.0497961492,25.7383683579,27.3290902465,27.639067898,26.004797717,23.5014050105
Marco,24.0916664758,26.276635256,27.4580407807,20.8537060621,22.9335857479,26.71369381,25.5385671224,28.4649934276,30.1111737656,88.3233739759,4192.3262340333,72.3806293549,26.5087420316,44.9320271904,26.3350146475,23.9822607037,30.5381073873,23.9451689533,23.7893219113,22.3564455194,22.9829768366,32.6405413819,28.5094137542,1144.9363741377,172.5870987396
AI607873,11.2107072369,26.1244183314,61.7839908997,12.0260120729,14.2003019466,13.4621100133,9.5138831029,11.0668582263,13.2665666037,275.106773461,681.3204831329,87.2530821044,9.9846263082,11.771067722,10.2700729081,9.8060366125,9.8972864304,11.3264522594,10.9663970082,1425.373841409,9.3972945215,10.7449956898,11.2659484041,1787.92672938,341.3971351038
Poln,629.0495658924,26.1091088381,92.0156665453,59.708018508,42.3538642572,45.5045370136,36.6145105737,39.6838065256,43.8928077434,26.1107808605,22.878818216,20.2681734498,39.9752823746,20.4933224122,28.0046089607,25.4042536662,22.9981619602,26.734697117,27.3389100454,22.2442414817,27.9644210204,30.8458726302,25.3077515044,24.6199909881,23.1994205138
Zfp566,28.7009876772,26.0411801238,29.7496224972,604.333418948,609.7177920598,275.989643451,156.2712699714,225.4679420705,187.9293634342,50.3323058117,21.4401102166,39.9837382107,88.3398400385,166.5748578108,170.9350819579,83.0443635301,70.9973459195,63.5590755231,59.1730305315,35.6814207231,71.3127853131,113.4382054186,71.9684947574,16.197149564,24.3445878632
Eif2ak4,100.5854829188,25.9076208784,101.0176482835,658.921746105,805.6346779159,234.9432548747,173.3410928781,113.189490137,112.0017555748,128.6205459887,70.9761918377,126.4657986448,84.2138825928,157.6401749134,105.1759161416,117.8555334063,99.205950192,103.5220960725,97.261089336,170.0430220487,105.6415057714,66.7840275043,53.0930268871,37.9309728081,60.1071053964
Ccdc62,30.378456174,25.4642535412,17.6098434823,295.5710060287,80.4631225279,28.1086021687,16.7400231988,47.2443360873,58.1236689066,23.5211827201,16.6933752697,17.8618342648,33.0222884616,32.598176281,48.2268498625,34.7927428637,15.2476620379,24.9134670598,27.5323066066,20.4406202709,21.9693800429,22.1935186775,22.1422516129,15.3353888827,17.0570572425
Xkrx,21.6112324743,25.1319004885,43.7378371324,455.1489305823,468.4112856346,28.2697145517,20.7121110505,137.5588076138,30.3297117142,29.1283413579,35.7271828041,27.8187089542,36.7968892062,41.7992413956,130.953875123,37.3201946844,24.4410067757,24.5047339043,24.0390998495,19.8041199095,21.6917647677,40.7546988413,31.3712438316,25.1210878581,22.8575794437
Rgs1,7321.0125127527,25.1301496869,189.5462834521,42.5012059973,24.2485624169,21.3495331881,1259.2880684942,157.027397514,610.1786664435,495.3007320285,1074.1135713934,241.4612457918,2661.9271991842,651.7570509906,162.1691079026,1170.1040107625,3452.467689506,1079.9410150739,4557.867435399,40.0586637888,9419.4981098691,522.8214792391,230.6073207485,2510.5802260574,418.147460658
Sit1,23.1128297535,25.0760471562,20.3143068903,73.9145741266,92.3510765517,27.9554223407,137.0240611787,390.1376694704,398.0850469148,26.0258669331,22.7889842565,23.7644729779,409.3417479161,794.0991102403,916.6054397043,521.927818028,72.6385080169,509.7037465557,328.7887561009,22.2409100854,25.2135372361,26.4904140336,23.0789466874,21.4098853314,22.310410982
Cd200r4,2729.3918899807,24.9780074289,970.1619591635,12.6885721475,15.9867725652,11.6123369008,46.5571096971,224.9534767072,286.6569648376,490.5316881216,759.8562577181,519.0937861826,18.0980415598,42.5397844147,82.5897920407,41.2879449554,11.6647985268,20.6416880946,162.0899964748,13.4645506558,11.9003403503,664.0301839292,197.2629853312,617.3870706567,964.2169805129
Pga5,556.8072208198,24.7090137931,309.7258684939,39.1550993921,31.5914720321,26.6138815192,33.7587024677,28.7044062616,29.5175875606,27.0730220616,24.3938024248,32.2877943074,35.3478868633,35.7540856872,26.8383476395,24.5147557187,35.3882971853,33.8496005335,26.1247753802,34.5958405496,34.2072915062,32.3865623497,38.4368602386,25.7362175836,30.6814523734
Gzmk,29.6546029616,24.6020857943,20.3731030039,18.4451337839,34.7767943206,25.0415952942,38.6665863778,90.0516547299,492.074548585,18.8729199195,18.2860760865,20.3991767811,22.8576910895,123.6203999789,38.5003212045,276.955252574,21.4376027616,17.4592497827,18.4890931527,22.8047468606,21.2045372193,51.0058978273,95.1939780227,18.6055301351,18.6224470157
H2-Ob,168.3421977615,24.4073230946,29.0074323944,2432.8907588159,2250.1170971952,82.4976720406,15.7300772448,401.8590518119,230.0940291871,15.2575917331,20.8518851148,15.0432399936,81.3019150727,93.9217584017,288.3203460763,107.7462573411,14.9079766613,74.8588134611,15.1305576507,45.5589924806,13.4835462878,100.4013729529,18.3012988414,76.116328495,82.3845792808
Asgr2,20.4429177942,24.4012496784,22.19316268,32.0427813675,27.9205545867,18.435889001,26.079681389,35.0983983267,25.3053470502,33.8738827886,30.8475485742,26.6356585347,24.1405776556,41.7404281195,24.6727356577,24.6270049603,21.6939568569,23.2170160305,23.4433996149,27.5617385504,21.0484619627,32.4743007559,29.3234043337,97.807861137,694.2941172751
Lyzl4,22.5670475505,24.2244798773,34.6211184412,20.3761042267,34.7798815831,27.6733043235,27.161269746,25.1389499196,26.5535878565,108.0339928822,27.4841034127,428.3235356613,24.612017801,25.9248963697,26.1449498844,22.3897772957,30.0412407271,29.0184917207,27.2267893707,22.6735565229,24.4116157897,26.9572653945,24.9707958821,30.2326724088,33.0932500824
Atp6v0d2,149.6457515233,24.176529128,424.7710410742,25.9813566279,22.8789292517,22.2775249767,19.3488539136,20.1842860963,38.680226911,3481.4842922123,270.2094812272,4778.6360493305,27.314768922,28.7276765116,20.3167150284,50.7068034046,28.0687986482,81.6278698788,25.2111710942,16.5981824224,20.6474348759,20.5382431596,18.8544243065,751.3542126427,1231.2658324034
Cysltr1,19.2025081167,24.1585182276,33.1001959176,22.4750415827,24.7632036845,20.3231468992,36.0888489916,18.0519700087,16.9799465158,321.6936889958,259.6444754787,201.9146565554,26.2994067015,17.4298674455,17.4631119566,21.4553066267,94.79641697,1005.0010348558,1921.3936025395,174.1358791476,16.0115562073,20.8161992894,18.6192792262,328.6802153092,484.2308267356
Klk1b1,17.8140526237,24.019198123,21.5159777268,14.5164850033,16.9213601518,21.8926570724,13.8456843704,17.1861484183,15.5574752341,20.4264884899,21.1986470894,20.9499568714,18.0765162767,21.7186103568,19.210068675,20.969679825,26.5365411681,19.8064118035,20.7334799486,24.7107665418,24.9984680007,21.1302940422,18.9758365935,757.4743557233,982.1964560657
Cd70,27.0261054462,23.8939568684,21.7947749821,16.0448139105,19.2015395242,20.7375412679,181.0894644301,22.6643460162,24.8853876205,23.8391231645,24.5052377674,21.1956874327,42.6458197747,30.1496329482,24.9032050739,31.111560477,800.922684281,34.9322742567,27.161087049,20.7359245701,24.2772352205,28.3638990537,26.5438561583,506.9865615092,40.326398182
Cxcr5,20.332449012,23.8784196566,16.4346779595,2510.2009343827,2414.8578183597,19.7276058656,201.6978697069,111.2770581669,568.2095573812,17.1871550657,27.7456564337,18.626056347,228.9969771389,805.9564985,30.798598171,3621.1709597796,17.4593237058,40.7962904737,16.865439661,18.4643553606,17.5354084222,41.1576249445,22.3850361499,33.6842313582,17.7049591802
Cyp11a1,9835.1260839241,23.8169494862,5862.6722978265,40.8368075413,26.6116664202,33.1589288509,24.8460756438,21.0678340731,20.8025813025,23.6659198296,25.5007031613,20.7896837457,77.0628166836,19.1613627445,21.2486807073,23.2496120824,33.3100767648,56.9670176209,5507.251233213,18.7442310115,22.281925026,17.9215050362,20.3297648805,28.8561274577,30.3367002263
Nxpe2,23.165718643,23.7195016755,26.7133196108,239.7664579078,263.6175035897,29.7562289307,23.5992922306,28.8428710161,26.437787018,21.2696060725,25.3977354426,23.5320682695,21.6095864634,23.2565007784,24.2146708397,22.2747129813,25.666394363,24.7539514269,22.5137130934,26.0304152089,23.8011114137,26.024785075,24.7125973753,22.9281509213,21.8590015518
Timd2,24.3286871229,23.52819406,20.1348604626,68.593826965,27.4797820246,268.4537280549,20.9655027154,21.7447793342,21.3164714083,20.8724641747,22.0192269164,21.5670012479,25.6598114654,21.6861508872,23.1389232397,23.8719057848,102.1773110512,127.2639425074,22.9642983669,26.4598159816,26.2079168,20.8383141162,19.8133516937,24.2155498724,24.6725338447
Tnfrsf17,16.2247695505,23.5171211163,18.1969610874,19.2049726733,21.51149095,123.4498471481,21.3975680563,19.3365468279,18.6398313711,22.6382896213,16.5760995832,22.1097988984,19.3394588785,19.1331252913,19.9394269372,18.3663650314,18.1845720142,21.9967094685,22.1191903692,20.2901344485,21.7439999764,24.5596026088,21.635315356,21.1317939924,21.0674570445
Ppp3cc,40.580171636,23.4523394924,41.5930126037,264.6883151244,246.4970403271,555.0101358118,196.8794703025,235.430919158,481.4670800973,39.6883398231,32.6648855891,32.7072976451,110.5620371415,111.9609587993,162.2268781531,140.3714679523,176.759321973,306.2488555403,286.8909863675,18.4364755343,319.282345367,291.9680997187,372.8022591878,29.1062741935,25.386667324
Gbp2b,22.1007960673,23.2820735499,20.1191812519,20.6680623861,28.9725510521,26.721834066,19.6223306553,22.0123329344,19.7640480878,28.8394116674,2703.4043339135,26.4095010666,92.419761774,133.1445158712,25.5389236742,53.3400503752,25.699405354,18.8680664202,25.1747091576,26.1289418846,28.3306199197,25.3205001606,22.6270908232,188.2132111876,128.1435045357
Eomes,41.0630556991,23.1049028266,22.6567823771,20.6902298532,21.501428787,20.6632643689,1230.5709870741,422.805672711,2973.8202290437,19.3275579392,21.6442985514,20.9040899306,52.0642645312,77.8681722248,55.2873751208,72.1913714454,89.2928711442,26.5788932199,29.4838124423,19.0332516873,18.7713442747,2067.6072212014,1827.960314691,19.4406825765,19.1039204088
Gimap5,116.2688183884,22.7426918493,29.6830063678,642.8842703346,436.2341081218,57.8311121654,157.6561784632,506.04765666,482.6541043644,30.0445192598,30.89018251,34.3489247853,119.8797377182,628.0634487387,382.7150879678,367.2807403099,182.1946460918,151.9062957212,114.1535923587,27.4892977204,326.4644407474,929.4628417656,484.2916262881,21.5747044096,20.8925102571
2500002B13Rik,47.4577992256,22.5946155121,18.1233190965,12.6266966896,12.74659937,19.8831604378,30.6869673444,16.7605145692,21.8828190595,35.9515481744,47.5124326083,22.8335260345,22.7198268278,12.1155676744,18.1346826886,18.1041936016,16.2553399189,50.837948003,67.5079454971,23.0393669677,13.9325872243,12.4096673712,13.0445233325,21.2095570241,17.2736373653
Htr2b,21.9065431926,22.5407625713,25.6405999721,36.7228155881,48.5764891126,31.608581511,21.9606147978,21.911624079,22.8168269228,299.4966319899,109.2094012934,226.5310981568,25.5899887164,26.115683432,25.1913184255,25.5264607267,25.3880304661,22.2634635069,23.152094542,30.4196181074,32.2741025136,26.2112787929,25.1616834266,75.0316084591,33.1146831018
Il12rb2,35.4157233702,22.5060930949,37.5480548619,23.763039008,20.6879906022,28.2774158447,87.1022513021,25.5558462356,28.3944867307,25.7368232658,23.6175390984,23.4150829154,27.8253564837,30.6292978484,26.8797714755,28.7657164566,707.0286259652,92.2380126677,25.6281724757,37.4485060195,57.5753438894,68.6772781132,65.2960739135,158.8707957819,77.7134650577
Gm14047,289.0769249207,22.4663303487,24.004156552,14.3417265937,17.9418010607,13.4102184423,13.1551527997,13.3484638096,12.6160731944,12.5837954456,15.5829316919,12.3713737772,14.7222987627,15.6133974032,12.9126322771,13.3866777485,13.1588957961,11.8710068188,13.3915978788,15.0565184203,14.5881314746,12.3595867551,13.3034352442,35.2925085125,15.3653863067
Catsperd,115.3439306018,22.1146289131,32.961965986,20.1009724078,18.0149273151,21.4119996954,26.2930891797,25.6032216816,34.8476458412,23.9378227527,24.9349520035,22.6804008432,35.7708770347,44.6859970315,46.2581240756,65.6459418129,23.862413489,107.9941902187,198.0342142892,22.1897075427,46.3062903689,66.6075323177,33.0760128376,28.1502389125,28.7214635558
Lta,25.4407187764,22.1001893379,21.5271157192,83.3775870104,82.1370660762,21.5329308581,2321.6315779841,143.2256058464,102.8105643821,20.5288773978,33.6623654818,24.2734949913,2195.2585537435,184.1150802107,239.5256927021,204.5731941134,3149.3079308235,546.9273488901,53.5390595242,18.2395688436,23.3749715094,31.52040066,81.4753104062,126.1615196662,24.8815566889
Pglyrp3,25.7569589941,22.0758003251,19.3608461645,102.8588091437,55.5636647126,185.0407592915,20.0482453951,30.0227395757,30.919273498,17.6449823758,28.0128411796,20.2559113223,23.3301252091,37.5840805049,39.708683979,28.6392568124,39.5639023821,23.7425189797,17.0821744449,26.238141044,25.0655542923,77.770174494,47.0080020887,22.8009076609,23.0658370007
Cd8b1,15.6813069699,22.0418269922,18.3180874699,18.0280030192,16.8272159794,18.3491936105,1333.6965960247,8644.608090315,6393.7124728327,18.2312808202,22.8857963829,16.2118784611,112.03789316,31.9142092281,212.6130855481,82.5540320673,36.2948189862,136.5709459869,152.4406042462,25.8599704754,21.7950283716,21.5959287155,20.6656660302,19.2606705753,17.5980189731
Mcpt2,364.0014878154,21.9735203032,16.5582697641,23.527608046,16.3979576995,22.3014076289,14.708871524,18.9512882285,19.3088281507,15.0126956402,13.4781834263,14.900307367,19.6669579678,17.2958569373,17.4996017788,18.5226065597,19.8437077527,17.6245653224,16.7240072445,22.4231461148,27.4708128583,19.8367893701,19.9226709969,21.4487200016,21.8105348014
Calca,2251.3203323443,21.8650431215,22.9578570658,18.935776466,19.5480876873,24.1594084504,17.4740629158,17.2231885649,17.1540069897,18.4173975419,20.63068916,19.6227775624,25.6749042536,20.6285165499,19.3660377297,18.9423769911,18.2727709783,18.7445503201,245.1854639972,22.5183855816,21.9301148024,25.5240354645,22.9025446689,24.1909492275,23.0746198513
Oosp1,21.9542933284,21.7197581064,35.7983921686,35.3112860231,25.172010057,326.3893604006,24.6356557189,25.3064245757,23.0622752328,22.5036847947,19.0129331066,24.3936962725,21.8797977799,22.4579843693,21.7400877943,19.3931394206,21.5181239307,19.1902711103,17.9918166063,21.696922971,24.8689314679,21.8431172708,25.271559866,35.5751162283,34.387281239
Egr2,158.8441216747,21.6789505135,709.5361710299,304.3148695882,336.7026535543,39.7288945978,416.0096098062,197.1006428353,78.9728435814,433.2785577124,21.6932803051,2436.3216475572,464.1736242428,960.4830416474,186.2994614319,1024.2313225298,393.4255440414,51.2891032078,105.353593525,21.8154498974,256.4794315109,279.972690265,635.7993734,448.4193909443,906.5511058838
Trdc,22.1207284054,21.6601803363,68.4163895858,15.1292787372,14.8677476897,20.9370550054,49.4234760845,94.4185741388,185.9074965165,15.8688938429,17.2685002151,21.1430289194,60.3513142707,57.4431825928,92.9820691918,55.4312985072,1065.2144759948,103.1563964186,130.1254927619,15.3894498867,8537.2044881979,785.2078265173,775.9467582,18.2217471285,17.9775701062
Pdcd1,19.1868437391,21.6292299208,20.6198696868,19.6447079817,19.0658150969,17.7715468243,342.3816417601,31.7362759425,48.0950692908,17.8340204758,23.1013454355,19.7796836331,429.914566048,712.2659810317,54.5927798093,2935.4018792377,1000.3984432576,111.4969996175,77.2391178804,18.4590842032,24.9340809105,19.7506552253,20.5129310134,18.3849571769,22.9923385441
Cxcl11,21.5622653589,21.6032838159,19.5045652982,27.5258879861,23.2635292302,22.7887636286,21.587316911,24.9012623395,19.9306327738,22.9200315649,1561.8416345564,20.1656254904,20.0043589365,17.8338171784,18.4806906205,20.7308376613,18.9917906618,20.6287677719,17.5826482876,17.8241330798,17.5828905834,19.5354058993,18.206593827,184.9365230991,16.7574601027
Cd5,18.988966522,21.5370719097,15.4485101449,20.0473912287,22.1904125541,24.4415998594,1148.5154691392,1563.2580654923,1731.7182389307,16.7269922498,15.7709542273,16.92568871,4242.3569208921,5469.5872531156,3298.9717945962,4555.6728259788,4933.321116667,3033.8026575301,699.1570146743,20.7094239198,22.2998525575,18.6261281235,17.9104296471,21.9649408569,21.7368088626
